iata,airport,cityid_ppn,state_code,country_code
HZK,Husavik Airport,800099779,,IS
HZL,Hazleton Municipal,,PA,US
HZY,Ashtabula County,,OH,US
IAA,Igarka Airport,800507012,,RU
IAB,McConnell AFB,,KS,US
IAD,Washington Dulles Intl Airport,800096547,DC,US
IAG,Niagara Falls Intl Airport,800049483,NY,US
IAH,George Bush Intercontinental Airport,800050584,TX,US
IAM,In Amenas Airport,800141545,,DZ
IAN,Kiana Airport,800108547,AK,US
IAR,Tunoshna Airport,800014167,,RU
IAS,Iasi Intl Airport,800097791,,RO
IBA,Ibadan Airport,800513400,,NG
IBE,Perales Airport,800036424,,CO
IBR,Ibaraki Airport / Hyakuri Airfield,800041787,,JP
IBZ,Ibiza Airport,800097512,,ES
ICI,Cicia Airport,800541076,,FJ
ICL,Clarinda Municipal,,IA,US
ICN,Incheon Intl Airport,800035800,,KR
ICT,Wichita Mid-Continent Airport,800048141,KS,US
IDA,Idaho Falls Regional Airport,800047754,ID,US
IDB,Idre,,,SE
IDI,Indiana County (Jimmy Stewart Field),,PA,US
IDP,Independence Municipal,,KS,US
IDR,Indore Airport,800020903,,IN
IDY,Ile D Yeu,,,FR
IEG,Zielona Gora Airport,800037622,,PL
IEJ,IeJima,,,JP
IER,Natchitoches Regional,,LA,US
IEV,Kiev Zhuliany Intl Airport,800033445,,UA
IFJ,Isafjordur Airport,800015050,,IS
IFL,Innisfail,,QL,AU
IFN,Isfahan Airport,,,IR
IFO,Ivano-Frankovsk Airport,800013317,,UA
IFP,Laughlin Bullhead Intl Airport,800046494,AZ,US
IGA,Inagua Airport,800125902,,BS
IGG,Igiugig Airport,800132639,AK,US
IGH,Ingham,,QL,AU
IGL,Cigli Military,,,TR
IGM,Kingman Airport,800046518,AZ,US
IGQ,Lansing Municipal,,IL,US
IGR,Cataratas de Iguazu Intl Airport,800097853,,AR
IGU,Cataratas Airport,800036199,,BR
IGX,Horace Williams,,NC,US
IIA,Inishmaan,,,IE
IIL,Ilam Airport,800151824,,IR
IIY,Washington-Wilkes County,,,US
IJD,Windham,,CT,US
IJK,Izhevsk Airport,800014358,,RU
IJX,Jacksonville Municipal,,IL,US
IKA,Imam Khomeini Airport,,,IR
IKG,Kleberg County,,TX,US
IKI,Iki Airport,800540937,,JP
IKK,Greater Kankakee,,IL,US
IKO,Nikolski Airport,800108580,AK,US
IKS,Tiksi Aerodrome,800507237,,RU
IKT,Southeast Airport,800014361,,RU
IKV,Ankeny Regional,,IA,US
ILD,Alguaire Airport,800051356,,ES
ILE,Skylark Field,,TX,US
ILG,New Castle Airport,800047276,DE,US
ILI,Iliamna Airport,800108541,AK,US
ILL,Willmar Muni John L Rice Field,,IL,US
ILM,Wilmington Intl Airport,800049727,NC,US
ILN,Airborne Airpark,,OH,US
ILO,Mandurriao Airport,800019090,,PH
ILP,Iles des Pins Airport,800541040,,NC
ILR,Ilorin Intl Airport,800528023,,NG
ILY,Islay Airport,800013207,,UK
ILZ,Zilina Airport,800034165,,SK
IMF,Imphal Airport,800540346,,IN
IMM,Immokalee,,FL,US
IMP,Imperatriz Airport,800064676,,BR
IMS,Madison Municipal,,KY,US
IMT,Ford Airport,800048621,MI,US
IMU,Isla Mujeres,,,MX
INC,Yinchuan Hedong Airport,800022484,,CN
IND,Indianapolis Intl Airport,800048017,IN,US
ING,Lago Argentino,,,AR
INH,Inhambane Airport,800296675,,MZ
INI,Constantine the Great Airport,800045490,,RS
INL,Falls Intl Airport,800001080,MN,US
INN,Innsbruck Kranebitten Airport,800021639,,AT
INQ,Inisheer,,,IE
INT,Smith Reynolds Airport,800100661,NC,US
INU,Nauru Intl Airport,800157664,,NR
INV,Inverness Airport,800016469,,UK
INW,Winslow-Lindbergh Regional Airport,800046556,AZ,US
INZ,In Salah Airport,800514072,,DZ
IOA,Ioannina Airport,800035038,,GR
IOB,Mount Sterling-Montgomery County,,KY,US
IOM,Ronaldsway Airport,800573180,,UK
IOR,Inishmore Aerodrome,,,IE
IOS,Eduardo Gomes Airport,800036166,,BR
IOW,Iowa City Municipal,,IA,US
IPA,Ipota Airport,800148794,,VU
IPC,Easter Island Airport,800033915,,CL
IPH,Ipoh Airport,800019172,,MY
IPI,San Luis Airport,800304415,,CO
IPJ,Lincolnton-lincoln County Regional,,NC,US
IPL,Imperial County Airport,800046744,CA,US
IPN,Usiminas Airport,800036163,,BR
IPT,Williamsport Regional Airport,800050223,PA,US
IQM,Qiemo Airport,800161336,,CN
IQN,Qingyang Airport,800566830,,CN
IQQ,Diego Aracena Intl Airport,800033913,,CL
IQT,C F Secada Airport,800542097,,PE
IRA,Ngorangora Airstrip,800540981,,SB
IRC,Circle Airport,800108503,AK,US
IRD,Ishwardi Airport,800540307,,BD
IRG,Lockhart River Airport,,,AU
IRI,Nduli Airport,800526414,,TZ
IRJ,Capitan Vicente Almanados Almonacid Airport,800057028,,AR
IRK,Kirksville Regional Airport,800048899,MO,US
IRP,Matari Airport,,,CD
IRS,Kirsch Municipal,,MI,US
IRZ,Tapuruquara Airport,800196475,,BR
ISA,Mount Isa Airport,800027095,,AU
ISB,Islamabad Intl Airport,800004650,,PK
ISC,St Mary`s Airport,800016500,,UK
ISE,Isparta Suleyman Demirel Airport,800013470,,TR
ISG,New Ishigaki Airport,800041878,,JP
ISH,Ischia Airport,800043944,,IT
ISJ,Isla Mujeres National Airport,800026809,,MX
ISM,Kissimmee Gateway,,FL,US
ISN,Sloulin Field Intl Airport,800001330,ND,US
ISO,Kinston Regional Jetport at Stallings Field,800049662,NC,US
ISP,Long Island MacArthur Airport,800001597,NY,US
IST,Ataturk Intl Airport,800035577,,TR
ISU,Sulaimaniyah Intl Airport,800541032,,IQ
ISW,Alexander Field South Wood County,,WI,US
ISZ,Blue Ash,,OH,US
ITB,Itaituba Airport,800542917,,BR
ITH,Tompkins County Airport,800049439,NY,US
ITM,Itami Intl Airport,800096694,,JP
ITN,Itabuna,,,BR
ITO,Hilo Intl Airport,800047700,HI,US
IUE,Niue Airport,800544052,,NU
IVA,Ampapamena,,,MG
IVC,Invercargill Airport,800027501,,NZ
IVL,Ivalo Airport,800032503,,FI
IVR,Inverell,,,AU
IWA,Yuzhny Airport,,,RU
IWD,Gogebic-Iron County Airport,800048623,MI,US
IWH,Wabash Municipal,,IN,US
IWI,Wiscasset,,ME,US
IWJ,Hagi-Iwami Airport,800100412,,JP
IWS,West Houston,,TX,US
IXA,Agartala Airport,800020997,,IN
IXB,Bagdogra Airport,800249173,,IN
IXC,Chandigarh Airport,800020954,,IN
IXD,Allahabad Airport,800060291,,IN
IXE,Bajpe Airport,800020851,,IN
IXG,Belgaum Airport,800536776,,IN
IXI,Lilabari Airport,800143989,,IN
IXJ,Satwari Airport,800003427,,IN
IXL,Leh Airport,800009637,,IN
IXM,Madurai Airport,800020859,,IN
IXR,Birsa Munda Airport,800020800,,IN
IXS,Silchar Airport,800319937,,IN
IXU,Chikkalthana Airport,800020981,,IN
IXW,Sonari,,,IN
IXY,Kandla (Gandhidham) Airport,800076360,,IN
IXZ,Port Blair Airport,800020815,,IN
IYK,Inyokern Airport,800109728,CA,US
IYS,Wasilla,,AK,US
IZA,Presidente Itamar Franco Airport,,,BR
IZG,Eastern Slopes Regional,,NH,US
IZO,Izumo En-Musubi Airport,800041868,,JP
JAB,Jabiru,,,AU
JAC,Jackson Hole Airport,800051232,WY,US
JAD,Jandakot,,WA,AU
JAF,Kankesanturai,,,LK
JAG,Jacobabad Airport,800142887,,PK
JAI,Jaipur Airport,800549954,,IN
JAL,El Lencero Airport,800131887,,MX
JAN,Evers Intl Airport,800048817,MS,US
JAS,Jasper Co Bell Field,,TX,US
JAV,Ilulissat Airport,800021000,,GL
JAX,Jacksonville Intl Airport,800047380,FL,US
JBQ,Dr Joaquin Balaguer Airport,800013744,,DO
JBR,Jonesboro Municipal Airport,800046588,AR,US
JCB,Santa Terezinha Airport,800072833,,BR
JCH,Qasigiannguit Heliport,800541014,,GL
JCK,Julia Creek Airport,800147519,,AU
JCT,Kimble County,,CO,US
JCU,Ceuta Heliport,800040497,,ES
JDF,Francisco Alvares de Assis (Serrinha) Airport,800036120,,BR
JDH,Jodhpur Airport,800020896,,IN
JDO,Orlando Bezerra de Menezes Airport,800036121,,BR
JDR,Prefeito Octavio de Almeida Neves Airport,800035937,,BR
JDZ,Jingdezhen Luojia Airport,800022626,,CN
JED,King Abdul Aziz Intl Airport,800014099,,SA
JEF,Jefferson City Memorial,,MO,US
JEG,Aasiaat Airport,800437112,,GL
JER,Jersey Airport,800032978,,JE
JES,Jesup-Wayne County,,GA,US
JFK,John F Kennedy Intl Airport,800049480,NY,US
JFR,Paamiut Airport,800435807,,GL
JFX,Walker County (Bevill Field),,AL,US
JGA,Govardhanpur Airport,800072377,,IN
JGG,Williamsburg Jamestown,,VA,US
JGN,Jiayuguan Airport,800093795,,CN
JGO,Qeqertarsuaq Heliport,800221332,,GL
JGS,Jinggangshan Airport,800171898,,CN
JHB,Senai Intl Airport,800019140,,MY
JHG,Xishuangbanna Gasa Airport,800071311,,CN
JHM,Kapalua Airport,800552551,HI,US
JHS,Sisimiut Airport,800020998,,GL
JHW,Chautauqua County-Jamestown Airport,800049440,NY,US
JIB,Ambouli Intl Airport,800093300,,DJ
JIJ,Jijiga Airport,800528266,,ET
JIK,Ikaria Island Airport,800053595,,GR
JIL,Jilin Airport,800013506,,CN
JIM,Jimma Airport,800544033,,ET
JIU,Jiujiang Lushan Airport,800003284,,CN
JJN,Quanzhou Jinjiang Airport,800022570,,CN
JJU,Qaqortoq Heliport,800194245,,GL
JKA,Jack Edwards,,AL,US
JKG,Axamo Airport,800018800,,SE
JKH,Chios Airport,800034725,,GR
JKJ,Moorhead Municipal,,MN,US
JKL,Kalymnos Airport,800051679,,GR
JLN,Joplin Regional Airport,800048894,MO,US
JLR,Dumna Airport,800072380,,IN
JMK,Mikonos Airport,800051643,,GR
JMR,Mora Municipal,,MN,US
JMS,Jamestown Regional Airport,800049735,ND,US
JMU,Jiamusi Dongjiao Airport,800022631,,CN
JNB,OR Tambo Intl Airport,800032828,,ZA
JNG,Jining Qufu Airport,800003948,,CN
JNN,Nanortalik Heliport,800435985,,GL
JNS,Narsaq Heliport,800107741,,GL
JNU,Juneau Intl Airport,800096139,AK,US
JNX,Naxos Island Airport,800034730,,GR
JNZ,Jinzhou Xiaolingzi Airport,800054800,,CN
JOE,Joensuu Airport,800032497,,FI
JOG,Adisutjipto Airport,800014834,,ID
JOI,Joinville - Cubatao Airport,800036122,,BR
JOK,Yoshkar-Ola Airport,800078803,,RU
JOL,Jolo Airport,800311666,,PH
JOS,Jos Airport,800528058,,NG
JOT,Joliet Regional,,IL,US
JPA,Castro Pinto Airport,800036123,,BR
JPR,Jose Coleto Airport,800054779,,BR
JQA,Qaarsut Airport,800439260,,GL
JQE,Jaque Airport,800417703,,PA
JQF,Concord Regional,,NC,US
JRF,Kalaeloa Airport,800052971,HI,US
JRH,Jorhat Airport,800084864,,IN
JRO,Kilimanjaro Intl Airport,800074763,,TZ
JSA,Jaisalmer,,,IN
JSH,Sitia Airport,800003639,,GR
JSI,Skiathos Airport,800034556,,GR
JSO,Sodertalje Heliport,,TX,US
JSR,Jessore Airport,800078870,,BD
JST,John Murtha Johnstown-Cambria County Airport,800050125,PA,US
JSU,Maniitsoq Airport,800437237,,GL
JSV,Sallisaw Municipal,,OK,US
JSY,Syros Island Airport,800035121,,GR
JTC,Bauru-Arealva Airport,800036313,,BR
JTR,Santorini Airport,800034743,,GR
JTY,Astypalea Island Airport,800009729,,GR
JUB,Juba Airport,,,SD
JUI,Juist,,,DE
JUJ,Gobernador Horacio Guzman Intl Airport,800033621,,AR
JUL,Inca Manco Capac Intl Airport,800296816,,PE
JUV,Upernavik Airport,800439201,,GL
JUZ,Quzhou Airport,800070961,,CN
JVL,Southern Wisconsin Regional,,WI,US
JVY,Clark Regional,,IN,US
JWY,Mid-Way Regional,,TX,US
JXI,Fox Stephens Field - Gilmer Municipal,,TX,US
JXN,Jackson County (Reynolds Field),,MI,US
JYL,Plantation Airpark,,GA,US
JYM,Hillsdale Municipal,,MI,US
JYO,Leesburg Executive,,VA,US
JYV,Jyvaskyla Airport,800032488,,FI
JZH,Jiuzhai Huanglong Airport,800054276,,CN
JZI,Charleston Executive,,SC,US
JZP,Pickens County,,GA,US
KAB,Kariba Airport,,,ZW
KAC,Kamishly Airport,800541059,,SY
KAD,Kaduna Airport,800528413,,NG
KAE,Kake Seaplane Base Airport,800132625,AK,US
KAG,Gangneung Airport,800081642,,KR
KAJ,Kajaani Airport,800032484,,FI
KAL,Kaltag Airport,800108545,AK,US
KAN,Aminu Intl Airport,800536362,,NG
KAO,Kuusamo Airport,800032440,,FI
KAT,Kaitaia Airport,800054032,,NZ
KAU,Kauhava,,,FI
KAW,Kawthaung Airport,800003665,,MM
KAX,Kalbarri,,,AU
KBC,Birch Creek Airport,800132662,AK,US
KBI,Kribi,,,CM
KBL,Kabul (Khwaja Rawash) Intl Airport,800186182,,AF
KBP,Borispol Airport,800033445,,UA
KBR,Petra Airport,800100643,,MY
KBS,Bo Airport,,,SL
KBU,Gusti Syamsir Alam Airport,,,ID
KBV,Krabi Airport,800092501,,TH
KBZ,Kaikoura Aerodrome,800027498,,NZ
KCA,Kuqa Qiuci Airport,800170508,,CN
KCC,Coffman Cove Seaplane Base,800132651,AK,US
KCG,Chignik Fisheries Airport,800108500,AK,US
KCH,Kuching Airport,800097691,,MY
KCL,Chignik Lagoon Airport,800108500,AK,US
KCM,Kahramanmaras Airport,800035574,,TR
KCQ,Chignik Lake Airport,800132631,AK,US
KCT,Koggala Airport,800019395,,LK
KCZ,Kochi Ryoma Airport,800549968,,JP
KDH,Kandahar Intl Airport,800520783,,AF
KDI,Haluoleo (Wolter Monginsidi) Airport,800014946,,ID
KDL,Kardla Airport,800082935,,EE
KDM,Kaadedhdhoo Airport,800541102,,MV
KDO,Kadhdhoo Airport,800541103,,MV
KDU,Skardu Airport,800550079,,PK
KDV,Kadavu Island - Vunisee Airport,800148931,,FJ
KEB,Nanwalek (English Bay) Airport,800132657,AK,US
KEF,Keflavik Intl Airport,800015037,,IS
KEH,Kenmore Air Harbor Seaplane Base (Lake Washington),800002395,WA,US
KEJ,Kemerovo Airport,800055020,,RU
KEK,Ekwok Airport,800108517,AK,US
KEL,Kiel Holtenau Airport,800024877,,DE
KEM,Tornio Airport,800032469,,FI
KEN,Kenema Airport,800305146,,SL
KEP,Nepalgunj Airport,800107941,,NP
KER,Kerman Airport,,,IR
KET,Kengtung Airport,800554907,,MM
KEV,Halli,,,FI
KEW,Keewaywin Airport,,ON,CA
KFE,Fortescue Dave Forrest Airport,800541066,,AU
KFH,Knox Ahp,,AL,US
KFP,False Pass Airport,800108522,AK,US
KFS,Kastamonu Airport,800035550,,TR
KGA,Kananga Airport,,,CD
KGC,Kingscote Airport,800027169,,AU
KGD,Kaliningrad Airport,800014354,,RU
KGE,Kaghau Island Airport,800541073,,SB
KGF,Sara Arka Airport,800466119,,KZ
KGI,Kalgoorlie Airport,800027182,,AU
KGK,Koliganek Airport,800132632,AK,US
KGL,Kayibanda Intl Airport,800570201,,RW
KGP,Kogalym Intl Airport,800540968,,RU
KGS,Kos Airport,800034876,,GR
KGW,Kagi,,GA,US
KGX,Grayling Airport,800108532,AK,US
KGY,Kingaroy,,,AU
KHC,Kerch,,,UA
KHD,Khorramabad Airport,,,IR
KHE,Kherson Intl Airport,800033464,,UA
KHG,Kashi (Kashgar) Airport,800022616,,CN
KHH,Kaohsiung Intl Airport,800097718,,TW
KHI,Quaid-E-Azam Intl Airport,800013421,,PK
KHJ,Kauhajoki,,,FI
KHM,Khamti Airport,,,MM
KHN,Nanchang Changbei Intl Airport,800022591,,CN
KHS,Khasab Airport,800035298,,OM
KHT,Khost Airfield,,,AF
KHV,Novy Airport,800014346,,RU
KIC,Mesa Del Rey,,CA,US
KID,Kristianstad Airport,800018756,,SE
KIE,Aropa Airport,,,PG
KIF,Kingfisher Lake Airport,,ON,CA
KIH,Kish Intl Airport,800541097,,IR
KIJ,Niigata Airport,800041753,,JP
KIM,Kimberley Airport,800032819,,ZA
KIN,Norman Manley Intl Airport,800013647,,JM
KIR,Kerry Airport,800197122,,IE
KIS,Kisumu Intl Airport,800100888,,KE
KIT,Kithira Airport,800012513,,GR
KIV,Chisinau Airport,800019326,,MD
KIX,Kansai Intl Airport,800096694,,JP
KJA,Krasnojarsk Airport,800077332,,RU
KJI,Kanas Airport,800094827,,CN
KJK,Wevelgem Intl Airport,800021990,,BE
KJM,Commodore Center,,CA,US
KJP,Kerama,,DC,US
KJR,Port Auth Downtn Manhattan Wall St Hel,,NY,US
KJS,Sikorsky Heliport,,CT,US
KKA,Koyuk Airport,800108556,AK,US
KKB,Kitoi Bay Seaplane Base,800541122,AK,US
KKC,Khon Kaen Airport,800013585,,TH
KKE,Kerikeri Airport,800027495,,NZ
KKH,Kongiganak Airport,800108558,AK,US
KKI,Akiachak Airport,800108475,AK,US
KKJ,Kitakyushu Airport,800003581,,JP
KKN,Kirkenes Airport Hoybuktmoen,800041451,,NO
KKO,Kaikohe,,,NZ
KKR,Kaukura Airport,800541087,,PF
KKU,Ekuk Airport,800132652,AK,US
KKX,Kikaijima Airport,800077291,,JP
KKY,Kilkenny,,,IE
KLD,Migalovo,,,RU
KLG,Kalskag Airport,800108544,AK,US
KLL,Levelock Airport,800108561,AK,US
KLN,Larsen Bay Airport,800132656,AK,US
KLO,Kalibo Airport,800549969,,PH
KLR,Kalmar Airport,800018793,,SE
KLU,Klagenfurt Airport,800021596,,AT
KLV,Karlovy Vary Airport,800012102,,CZ
KLW,Klawock Airport,800108552,AK,US
KLX,Kalamata Airport,800034773,,GR
KMA,Kerema Airport,800153537,,PG
KME,Kamembe Intl Airport,800541050,,RW
KMG,Kunming Changshui International Airport,800100484,,CN
KMI,Miyazaki Airport,800100504,,JP
KMJ,Aso Kumamoto Airport,800041812,,JP
KMN,Kimaam Airport,,,ID
KMO,Manokotak Airport,800108564,AK,US
KMQ,Komatsu Airport,800041821,,JP
KMS,Kumasi Airport,800527982,,GH
KMU,Kisimayu Airport,,,SO
KMV,Kalaymyo Airport,,,MM
KMX,Khamis Mushait,,,SA
KMY,Moser Bay Seaplane Base,800541123,AK,US
KNA,Vina del Mar,,,CL
KND,Kindu Airport,,,CD
KNF, Marham RAF,,,UK
KNG,Kaimana Airport,800156135,,ID
KNH,Kinmen (Shang Yi) Airport,800560307,,TW
KNK,Kokhonak Airport,800132655,AK,US
KNL,Kelanoa,,RI,US
KNO,Kuala Namu Intl Airport,800014921,,ID
KNP,Capanda,,FL,US
KNQ,Kone Airport,800308904,,NC
KNS,King Island Airport,800098086,,AU
KNU,Kanpur Airport,800020884,,IN
KNW,New Stuyahok Airport,800108578,AK,US
KNX,Kununurra Airport,800091965,,AU
KOA,Kona Intl Airport at Keahole,800136355,HI,US
KOC,Koumac Airport,800087125,,NC
KOE,El Tari Airport,800009400,,ID
KOI,Kirkwall Airport,800016388,,UK
KOJ,Kagoshima Airport,800041862,,JP
KOK,Pietarsaari Airport,800099191,,FI
KOP,Nakhon Phanom Airport,800058963,,TH
KOS,Sihanoukville Intl Airport,800033523,,KH
KOT,Kotlik Airport,800108554,AK,US
KOV,Kokshetau Airport,800541034,,KZ
KOW,Ganzhou Huangjin Airport,800022656,,CN
KOY,Olga Bay Seaplane Base,800541124,AK,US
KOZ,Ouzinkie Airport,800132643,AK,US
KPB,Point Baker Seaplane Base,800108593,AK,US
KPC,Port Clarence Airport,800132644,AK,US
KPN,Kipnuk Airport,800108550,AK,US
KPO,Pohang Airport,800065353,,KR
KPR,Port Williams Seaplane Base,800541053,AK,US
KPS,Kempsey Airport,800027176,,AU
KPV,Perryville Airport,800108589,AK,US
KPY,Port Bailey Seaplane Base,800541125,AK,US
KQA,Akutan Airport,800108477,AK,US
KRF,Kramfors Airport,800056109,,SE
KRK,John Paul II Intl Airport Krakow-Balice,800097519,,PL
KRL,Korla Airport,800004145,,CN
KRN,Kiruna Airport,800018779,,SE
KRO,Kurgan Airport,800541225,,RU
KRP,Karup Airport,800014662,,DK
KRR,Krasnodar Airport,800097805,,RU
KRS,Kristiansand Airport Kjevik,800041439,,NO
KRT,Khartoum Airport,,,SD
KRW,Turkmenbashi Intl Airport,,,TM
KRY,Karamay Airport,800175414,,CN
KSA,Kosrae (Caroline Islands) Airport,800540921,,FM
KSC,Kosice Airport,800034256,,SK
KSD,Karlstad Airport,800018786,,SE
KSF,Kassel Calden Airport,800024910,,DE
KSJ,Kasos Island Airport,800540926,,GR
KSK,Karlskoga,,,SE
KSM,St Marys Airport,800108605,AK,US
KSN,Kostanay Airport,800177656,,KZ
KSO,Kastoria Airport,800034962,,GR
KSQ,Karshi Airport,800160916,,UZ
KSU,Kristiansund Airport Kvernberget,800041438,,NO
KSV,Springvale,,,DK
KSX,Yasuru,,AL,US
KSY,Kars Airport,800035554,,TR
KSZ,Kotlas Airport,800506281,,RU
KTA,Karratha Airport,800013514,,AU
KTB,Thorne Bay Seaplane Base,800108626,AK,US
KTD,Kitadaito Airport,800177620,,JP
KTE,Kerteh Airport,800071031,,MY
KTF,Takaka Aerodrome,800027439,,NZ
KTG,Rahadi Usman Airport,800014945,,ID
KTL,Kitale Airport,800527804,,KE
KTM,Tribhuvan Intl Airport,800033529,,NP
KTN,Ketchikan Intl Airport,800046477,AK,US
KTP,Tinson Pen Aerodrome,800013647,,JM
KTQ,Kitee,,,FI
KTR,Tindal Civilian Airport,800027178,NT,AU
KTS,Brevig Mission Airport,800108494,AK,US
KTT,Kittila Airport,800032456,,FI
KTU,Kota,,,IN
KTW,Katowice Airport,800038202,,PL
KUA,Kuantan Airport,800019209,,MY
KUD,Kudat Airport,800094311,,MY
KUF,Samara Airport,800014213,,RU
KUH,Kushiro Airport,800041804,,JP
KUK,Kasigluk Airport,800132667,AK,US
KUL,Kuala Lumpur Intl Apt,800019204,,MY
KUM,Yakushima Airport,800057944,,JP
KUN,Karmilava Airport,800015255,,LT
KUO,Kuopio Airport,800032444,,FI
KUS,Kulusuk Airport,800020999,,GL
KUT,Kopitnari Airport,800054256,,GE
KUU,Kulla Manali Airport,800165229,,IN
KUV,Kunsan Airport,800035815,,KR
KVA,Kavala Airport,800088780,,GR
KVB,Skovde,,,SE
KVC,King Cove Airport,800108548,AK,US
KVD,Ganja Intl Airport,800014831,,AZ
KVG,Kavieng Airport,800100892,,PG
KVK,Kirovsk-Apatity Airport,800100822,,RU
KVL,Kivalina Airport,800108551,AK,US
KVX,Pobedilovo Airport,800014341,,RU
KWA,Marshall Islands Airport,800161084,,MH
KWE,Guiyang Longdongbao Intl Airport,800022652,,CN
KWF,Waterfall Seaplane Base,800122099,AK,US
KWG,Kryvyi Rih/Lozovatka Intl Airport,800033448,,UA
KWI,Kuwait Intl Airport,800096818,,KW
KWJ,Kwangju Airport,800097749,,KR
KWK,Kwigillingok Airport,800542752,AK,US
KWL,Guilin Liangjiang Intl Airport,800096759,,CN
KWM,Kowanyama Airport,,,AU
KWN,Quinhagak Airport,800108599,AK,US
KWP,West Point Village Seaplane Base,800109975,AK,US
KWT,Kwethluk Airport,800108557,AK,US
KXA,Kasaan Seaplane Base,800132654,AK,US
KXF,Koro Airport,800032944,,FJ
KXK,Khurba Airport,800097970,,RU
KYA,Konya Airport,800035531,,TR
KYD,Lanyu Airport,800540958,,TW
KYE,Kleyate,,,LB
KYK,Karluk Airport,800132666,AK,US
KYP,Kyaukpyu Airport,800094766,,MM
KYU,Koyukuk Airport,800132668,AK,US
KYZ,Kyzyl Airport,800095160,,RU
KZB,Zachar Bay Seaplane Base,800541126,AK,US
KZI,Kozani Airport,800034869,,GR
KZN,Kazan Airport,800014347,,RU
KZO,Kyzylorda Airport,800169700,,KZ
KZS,Kastelorizo Airport,800540839,,GR
LAA,Lamar Municipal,,CO,US
LAD,Quatro de Fevereiro Intl Airport,800014423,,AO
LAE,Nadzab Airport,800089767,,PG
LAF,Purdue University Airport,800048001,IN,US
LAI,Lannion Airport,800030386,,FR
LAJ,Lages,,,BR
LAK,Freddie Carmichael Airport,800126101,NT,CA
LAL,Lakeland Linder Regional,,FL,US
LAM,Los Alamos Airport,800049311,NM,US
LAN,Capital Region Intl Airport,800048629,MI,US
LAO,Laoag Airport,800019086,,PH
LAP,Manuel Marquez de Leon Intl Airport,800026790,,MX
LAQ,Al Abraq Intl Airport,800308178,,LY
LAR,Laramie Regional Airport,800051234,WY,US
LAS,McCarran Intl Airport,800049030,NV,US
LAU,Lamu Manda Airport,800019351,,KE
LAW,Fort Sill Regional Airport,800049938,OK,US
LAX,Los Angeles Intl Airport,800056409,CA,US
LAY,Ladysmith,,,ZA
LBA,Leeds / Bradford Airport,800016341,,UK
LBB,Lubbock Preston Smith Intl Airport,800050622,TX,US
LBC,Lubeck Blankensee Airport,800056900,,DE
LBD,Khudzhand Airport,800169630,,TJ
LBE,Arnold Palmer Regional Airport,800050135,PA,US
LBF,North Platte Regional Airport/Lee Bird Field,800049005,NE,US
LBG,Le Bourget Airport,800029376,,FR
LBI,Le Sequestre,,,FR
LBJ,Komodo Airport,800014935,,ID
LBL,Liberal Mid-America Regional Airport,800048122,KS,US
LBP,Long Banga Airport,800540942,,MY
LBR,Labrea Airport,800300838,,BR
LBS,Labasa Airport,800032957,,FJ
LBT,Lumberton Municipal,,NC,US
LBU,Labuan Airport,800092467,,MY
LBV,Libreville Airport,800106715,,GA
LBW,Juvai Semaring Airport,800158851,,ID
LBY,Montoir,,,FR
LCA,Larnaca Airport,800014803,,CY
LCC,Galatina,,,IT
LCD,Louis Trichardt,,,ZA
LCE,Goloson Intl Airport,800033288,,HN
LCG,La Coruna Airport,800097177,,ES
LCH,Lake Charles Regional Airport,800048255,LA,US
LCI,Laconia Municipal,,NH,US
LCJ,Lodz Airport,800038089,,PL
LCK,Rickenbacker Intl Airport,800049771,OH,US
LCM,La Cumbre,,,AR
LCQ,Lake City Municipal,,FL,US
LCR,La Chorrera Airport,,,CO
LCV,Lucca,,,IT
LCX,Longyan Guanzhishan Airport,800003405,,CN
LCY,London City Airport,800013148,,UK
LDB,Londrina Airport,800036107,,BR
LDE,Ossun Airport,800029995,,FR
LDG,Leshukonskoye Airport,800514523,,RU
LDH,Lord Howe Island Airport,800092339,,AU
LDJ,Linden,,NJ,US
LDK,Lidkoping-Hovby,,,SE
LDM,Mason County,,MI,US
LDU,Lahad Datu Airport,800019157,,MY
LDV,Landivisiau,,,FR
LDX,Saint-Laurent-du-Maroni Airport,,,GF
LDY,Londonderry Airport,800016251,,UK
LEA,Learmonth,800003251,,AU
LEB,Lebanon Municipal Airport,800049086,NH,US
LEC,Chapada Diamantina Airport,800540910,,BR
LED,Pulkovo Airport,800014212,,RU
LEE,Leesburg International,,FL,US
LEH,Octeville Airport,800030241,,FR
LEI,Almeria Airport,800097135,,ES
LEJ,Leipzig/Halle Airport,800024640,,DE
LEN,Leon Airport,800039810,,ES
LEQ,Land`s End Airport,800015779,,UK
LER,Leinster Airport,,,AU
LET,Alfredo Vasquez Cobo Airport,800036419,,CO
LEU,Pirineus-Andorra Airport,800039563,,ES
LEW,Auburn/Lewiston Municipal,,ME,US
LEX,Blue Grass Airport,800048186,KY,US
LEY,Lelystad,,,NL
LFI,Langley Air Force Base,,VA,US
LFK,Angelina County,,TX,US
LFR,La Fria Airport,800424824,,VE
LFT,Lafayette Regional Airport,800048254,LA,US
